user_id,event_time,event_name,device,acquisition_channel,course_category,signup_date
U0085,2026-09-08 12:07:00,visit,mobile,ad,programming,2026-09-01
U0085,2026-09-08 12:26:00,start_lesson,mobile,ad,programming,2026-09-01
U0022,2026-09-08 12:30:00,visit,pc,search,programming,2026-09-08
U0114,2026-09-08 12:39:00,complete_lesson,pc,search,programming,2026-09-08
U0022,2026-09-08 12:43:00,view_course,pc,search,programming,2026-09-08
U0022,2026-09-08 12:56:00,start_trial,pc,search,programming,2026-09-08
U0254,2026-09-08 12:57:00,visit,pc,referral,data,2026-09-08
U0254,2026-09-08 13:03:00,view_course,pc,referral,data,2026-09-08
U0022,2026-09-08 13:18:00,start_lesson,pc,search,programming,2026-09-08
U0254,2026-09-08 13:19:00,start_trial,pc,referral,data,2026-09-08
U0010,2026-09-08 13:28:00,visit,mobile,search,business,2026-09-08
U0010,2026-09-08 13:29:00,view_course,mobile,search,business,2026-09-08
U0010,2026-09-08 13:32:00,start_trial,mobile,search,business,2026-09-08
U0254,2026-09-08 13:34:00,start_lesson,pc,referral,data,2026-09-08
U0194,2026-09-08 14:11:00,visit,pc,search,programming,2026-09-08
U0190,2026-09-08 14:12:00,visit,pc,referral,data,2026-09-08
U0093,2026-09-08 14:19:00,visit,mobile,search,programming,2026-09-01
U0254,2026-09-08 14:23:00,complete_lesson,pc,referral,data,2026-09-08
U0190,2026-09-08 14:25:00,view_course,pc,referral,data,2026-09-08
U0014,2026-09-08 14:30:00,visit,mobile,ad,business,2026-09-08
U0202,2026-09-08 14:30:00,visit,mobile,ad,data,2026-09-08
U0178,2026-09-08 14:31:00,visit,mobile,ad,data,2026-09-08
U0093,2026-09-08 14:33:00,view_course,mobile,search,programming,2026-09-01
U0178,2026-09-08 14:33:00,view_course,mobile,ad,data,2026-09-08
U0202,2026-09-08 14:33:00,view_course,mobile,ad,data,2026-09-08
U0054,2026-09-08 14:35:00,visit,pc,search,data,2026-09-08
U0093,2026-09-08 14:38:00,start_lesson,mobile,search,programming,2026-09-01
U0202,2026-09-08 14:39:00,start_trial,mobile,ad,data,2026-09-08
U0054,2026-09-08 14:40:00,view_course,pc,search,data,2026-09-08
U0178,2026-09-08 14:42:00,start_trial,mobile,ad,data,2026-09-08
U0014,2026-09-08 14:44:00,view_course,mobile,ad,business,2026-09-08
U0074,2026-09-08 14:45:00,visit,mobile,search,programming,2026-09-08
U0014,2026-09-08 14:46:00,view_course,mobile,ad,business,2026-09-08
U0014,2026-09-08 14:46:00,start_trial,mobile,ad,business,2026-09-08
U0074,2026-09-08 14:50:00,view_course,mobile,search,programming,2026-09-08
U0178,2026-09-08 14:50:00,view_course,mobile,ad,data,2026-09-08
U0202,2026-09-08 14:51:00,start_lesson,mobile,ad,data,2026-09-08
U0206,2026-09-08 14:51:00,visit,pc,ad,programming,2026-09-08
U0054,2026-09-08 14:53:00,start_trial,pc,search,data,2026-09-08
U0162,2026-09-08 14:54:00,visit,mobile,referral,business,2026-09-08
U0206,2026-09-08 14:58:00,view_course,pc,ad,programming,2026-09-08
U0054,2026-09-08 15:00:00,start_lesson,pc,search,data,2026-09-08
U0014,2026-09-08 15:07:00,start_lesson,mobile,ad,business,2026-09-08
U0206,2026-09-08 15:08:00,start_trial,pc,ad,programming,2026-09-08
U0014,2026-09-08 16:13:00,complete_lesson,mobile,ad,business,2026-09-08
U0001,2026-09-08 17:02:00,visit,mobile,referral,programming,2026-09-01
U0001,2026-09-08 17:09:00,view_course,mobile,referral,programming,2026-09-01
U0214,2026-09-08 17:40:00,visit,mobile,search,programming,2026-09-08
U0166,2026-09-08 18:34:00,visit,pc,referral,data,2026-09-08
U0166,2026-09-08 18:39:00,view_course,pc,referral,data,2026-09-08
U0166,2026-09-08 18:52:00,start_trial,pc,referral,data,2026-09-08
U0166,2026-09-08 19:03:00,start_lesson,pc,referral,data,2026-09-08
U0078,2026-09-08 19:07:00,visit,mobile,search,data,2026-09-08
U0078,2026-09-08 19:15:00,view_course,mobile,search,data,2026-09-08
U0098,2026-09-08 19:20:00,visit,mobile,referral,data,2026-09-08
U0098,2026-09-08 19:26:00,view_course,mobile,referral,data,2026-09-08
U0098,2026-09-08 19:40:00,start_trial,mobile,referral,data,2026-09-08
U0098,2026-09-08 19:49:00,start_lesson,mobile,referral,data,2026-09-08
U0166,2026-09-08 19:52:00,complete_lesson,pc,referral,data,2026-09-08
U0166,2026-09-08 20:11:00,subscribe,pc,referral,data,2026-09-08
U0098,2026-09-08 20:18:00,complete_lesson,mobile,referral,data,2026-09-08
U0098,2026-09-08 20:25:00,subscribe,mobile,referral,data,2026-09-08
U0102,2026-09-08 20:54:00,visit,mobile,referral,data,2026-09-08
U0102,2026-09-08 20:59:00,view_course,mobile,referral,data,2026-09-08
U0102,2026-09-08 21:13:00,start_trial,mobile,referral,data,2026-09-08
U0102,2026-09-08 21:25:00,start_lesson,mobile,referral,data,2026-09-08
U0129,2026-09-08 21:55:00,visit,mobile,ad,business,2026-09-01
U0102,2026-09-08 22:33:00,complete_lesson,mobile,referral,data,2026-09-08
U0102,2026-09-08 22:57:00,subscribe,mobile,referral,data,2026-09-08
U0106,2026-09-09 01:04:00,share,pc,referral,business,2026-09-08
U0078,2026-09-09 04:07:00,share,mobile,search,data,2026-09-08
U0114,2026-09-09 05:17:00,share,pc,search,programming,2026-09-08
U0070,2026-09-09 08:21:00,visit,mobile,referral,programming,2026-09-09
U0178,2026-09-09 08:31:00,share,mobile,ad,data,2026-09-08
U0042,2026-09-09 09:26:00,visit,mobile,referral,business,2026-09-09
U0094,2026-09-09 09:29:00,visit,mobile,ad,business,2026-09-09
U0042,2026-09-09 09:38:00,view_course,mobile,referral,business,2026-09-09
U0238,2026-09-09 09:41:00,visit,mobile,ad,data,2026-09-09
U0094,2026-09-09 09:42:00,view_course,mobile,ad,business,2026-09-09
U0042,2026-09-09 09:46:00,start_trial,mobile,referral,business,2026-09-09
U0238,2026-09-09 09:46:00,view_course,mobile,ad,data,2026-09-09
U0238,2026-09-09 09:49:00,view_course,mobile,ad,data,2026-09-09
U0042,2026-09-09 09:51:00,start_lesson,mobile,referral,business,2026-09-09
U0094,2026-09-09 09:51:00,view_course,mobile,ad,business,2026-09-09
U0122,2026-09-09 10:02:00,visit,mobile,ad,data,2026-09-09
U0122,2026-09-09 10:11:00,view_course,mobile,ad,data,2026-09-09
U0122,2026-09-09 10:21:00,start_trial,mobile,ad,data,2026-09-09
U0042,2026-09-09 10:43:00,complete_lesson,mobile,referral,business,2026-09-09
U0210,2026-09-09 10:57:00,visit,pc,search,data,2026-09-08
U0210,2026-09-09 11:13:00,start_lesson,pc,search,data,2026-09-08
U0126,2026-09-09 11:39:00,visit,pc,ad,business,2026-09-09
U0114,2026-09-09 11:43:00,visit,pc,search,programming,2026-09-08
U0126,2026-09-09 11:44:00,view_course,pc,ad,business,2026-09-09
U0114,2026-09-09 11:45:00,view_course,pc,search,programming,2026-09-08
U0126,2026-09-09 12:01:00,start_trial,pc,ad,business,2026-09-09
U0158,2026-09-09 12:02:00,visit,mobile,ad,data,2026-09-09
U0126,2026-09-09 12:09:00,start_lesson,pc,ad,business,2026-09-09
U0118,2026-09-09 12:12:00,visit,pc,referral,business,2026-09-09
U0158,2026-09-09 12:16:00,view_course,mobile,ad,data,2026-09-09
U0118,2026-09-09 12:22:00,view_course,pc,referral,business,2026-09-09
U0158,2026-09-09 12:27:00,start_trial,mobile,ad,data,2026-09-09
U0118,2026-09-09 12:38:00,start_trial,pc,referral,business,2026-09-09
U0182,2026-09-09 12:41:00,visit,pc,ad,data,2026-09-09
U0158,2026-09-09 12:44:00,start_lesson,mobile,ad,data,2026-09-09
U0182,2026-09-09 12:50:00,view_course,pc,ad,data,2026-09-09
U0126,2026-09-09 13:03:00,complete_lesson,pc,ad,business,2026-09-09
U0126,2026-09-09 13:14:00,subscribe,pc,ad,business,2026-09-09
U0038,2026-09-09 13:30:00,visit,mobile,ad,business,2026-09-09
U0194,2026-09-09 13:53:00,visit,pc,search,programming,2026-09-08
U0138,2026-09-09 13:56:00,visit,mobile,ad,data,2026-09-09
U0222,2026-09-09 14:14:00,visit,mobile,referral,data,2026-09-09
