user_id,event_time,event_name,device,acquisition_channel,signup_date
U050,2026-08-06 11:25:00,view_product,mobile,ad,2026-08-06 00:00:00
U060,2026-08-06 12:45:00,visit,mobile,ad,2026-08-06 00:00:00
U060,2026-08-06 12:56:00,view_product,mobile,ad,2026-08-06 00:00:00
U013,2026-08-06 13:33:00,visit,mobile,search,2026-08-06 00:00:00
U013,2026-08-06 13:37:00,view_product,mobile,search,2026-08-06 00:00:00
U013,2026-08-06 13:41:00,add_cart,mobile,search,2026-08-06 00:00:00
U013,2026-08-06 13:46:00,begin_checkout,mobile,search,2026-08-06 00:00:00
U031,2026-08-06 13:56:00,visit,mobile,search,2026-08-06 00:00:00
U011,2026-08-06 14:17:00,visit,pc,search,2026-08-06 00:00:00
U011,2026-08-06 14:28:00,view_product,pc,search,2026-08-06 00:00:00
U011,2026-08-06 14:42:00,add_cart,pc,search,2026-08-06 00:00:00
U011,2026-08-06 14:47:00,begin_checkout,pc,search,2026-08-06 00:00:00
U046,2026-08-06 15:24:00,visit,mobile,ad,2026-08-06 00:00:00
U046,2026-08-06 15:26:00,view_product,mobile,ad,2026-08-06 00:00:00
U035,2026-08-06 15:28:00,visit,mobile,search,2026-08-06 00:00:00
U035,2026-08-06 15:35:00,view_product,mobile,search,2026-08-06 00:00:00
U046,2026-08-06 15:35:00,add_cart,mobile,ad,2026-08-06 00:00:00
U046,2026-08-06 15:37:00,begin_checkout,mobile,ad,2026-08-06 00:00:00
U046,2026-08-06 15:43:00,purchase,mobile,ad,2026-08-06 00:00:00
U046,2026-08-06 16:10:00,share,mobile,ad,2026-08-06 00:00:00
U039,2026-08-06 16:11:00,visit,mobile,ad,2026-08-06 00:00:00
U039,2026-08-06 16:18:00,view_product,mobile,ad,2026-08-06 00:00:00
U033,2026-08-06 16:56:00,visit,mobile,search,2026-08-05 00:00:00
U054,2026-08-06 17:39:00,visit,mobile,search,2026-08-06 00:00:00
U027,2026-08-06 19:08:00,visit,pc,search,2026-08-06 00:00:00
U027,2026-08-06 19:17:00,view_product,pc,search,2026-08-06 00:00:00
U027,2026-08-06 19:19:00,add_cart,pc,search,2026-08-06 00:00:00
U015,2026-08-06 19:24:00,visit,mobile,ad,2026-08-06 00:00:00
U015,2026-08-06 19:25:00,view_product,mobile,ad,2026-08-06 00:00:00
U015,2026-08-06 19:37:00,add_cart,mobile,ad,2026-08-06 00:00:00
U015,2026-08-06 19:44:00,begin_checkout,mobile,ad,2026-08-06 00:00:00
U020,2026-08-06 20:33:00,visit,pc,referral,2026-08-06 00:00:00
U020,2026-08-06 20:43:00,view_product,pc,referral,2026-08-06 00:00:00
U007,2026-08-07 08:29:00,visit,pc,ad,2026-08-07 00:00:00
U007,2026-08-07 08:30:00,view_product,pc,ad,2026-08-07 00:00:00
U007,2026-08-07 08:41:00,add_cart,pc,ad,2026-08-07 00:00:00
U039,2026-08-07 11:32:00,visit,mobile,ad,2026-08-06 00:00:00
U055,2026-08-07 13:47:00,visit,mobile,search,2026-08-07 00:00:00
U055,2026-08-07 13:49:00,view_product,mobile,search,2026-08-07 00:00:00
U016,2026-08-07 13:50:00,visit,mobile,referral,2026-08-07 00:00:00
U055,2026-08-07 13:52:00,add_cart,mobile,search,2026-08-07 00:00:00
U016,2026-08-07 13:54:00,view_product,mobile,referral,2026-08-07 00:00:00
U055,2026-08-07 13:55:00,begin_checkout,mobile,search,2026-08-07 00:00:00
U016,2026-08-07 13:59:00,add_cart,mobile,referral,2026-08-07 00:00:00
U055,2026-08-07 13:59:00,purchase,mobile,search,2026-08-07 00:00:00
U016,2026-08-07 14:02:00,begin_checkout,mobile,referral,2026-08-07 00:00:00
U024,2026-08-07 14:31:00,visit,mobile,ad,2026-08-07 00:00:00
U024,2026-08-07 14:42:00,view_product,mobile,ad,2026-08-07 00:00:00
U024,2026-08-07 14:43:00,view_product,mobile,ad,2026-08-07 00:00:00
U024,2026-08-07 14:49:00,add_cart,mobile,ad,2026-08-07 00:00:00
U024,2026-08-07 14:57:00,begin_checkout,mobile,ad,2026-08-07 00:00:00
U048,2026-08-07 15:23:00,visit,pc,search,2026-08-06 00:00:00
U043,2026-08-07 17:25:00,visit,mobile,ad,2026-08-07 00:00:00
U043,2026-08-07 17:28:00,view_product,mobile,ad,2026-08-07 00:00:00
U017,2026-08-07 17:32:00,visit,pc,search,2026-08-07 00:00:00
U017,2026-08-07 17:43:00,view_product,pc,search,2026-08-07 00:00:00
U017,2026-08-07 17:50:00,add_cart,pc,search,2026-08-07 00:00:00
U014,2026-08-07 19:54:00,visit,mobile,ad,2026-08-07 00:00:00
U014,2026-08-07 19:56:00,view_product,mobile,ad,2026-08-07 00:00:00
U010,2026-08-07 20:11:00,visit,mobile,ad,2026-08-07 00:00:00
U010,2026-08-07 20:16:00,view_product,mobile,ad,2026-08-07 00:00:00
U010,2026-08-07 20:27:00,add_cart,mobile,ad,2026-08-07 00:00:00
U010,2026-08-07 20:35:00,begin_checkout,mobile,ad,2026-08-07 00:00:00
U010,2026-08-07 20:38:00,purchase,mobile,ad,2026-08-07 00:00:00
U011,2026-08-07 20:54:00,visit,pc,search,2026-08-06 00:00:00
U010,2026-08-07 21:07:00,share,mobile,ad,2026-08-07 00:00:00
U010,2026-08-08 08:51:00,visit,mobile,ad,2026-08-07 00:00:00
U017,2026-08-08 10:41:00,visit,pc,search,2026-08-07 00:00:00
U005,2026-08-08 13:56:00,visit,pc,referral,2026-08-08 00:00:00
U005,2026-08-08 14:00:00,view_product,pc,referral,2026-08-08 00:00:00
U005,2026-08-08 14:03:00,add_cart,pc,referral,2026-08-08 00:00:00
U005,2026-08-08 14:08:00,begin_checkout,pc,referral,2026-08-08 00:00:00
U005,2026-08-08 14:12:00,purchase,pc,referral,2026-08-08 00:00:00
U005,2026-08-08 14:18:00,share,pc,referral,2026-08-08 00:00:00
U049,2026-08-08 14:20:00,visit,mobile,ad,2026-08-08 00:00:00
U043,2026-08-08 14:34:00,visit,mobile,ad,2026-08-07 00:00:00
U053,2026-08-08 16:02:00,visit,mobile,search,2026-08-08 00:00:00
U053,2026-08-08 16:08:00,view_product,mobile,search,2026-08-08 00:00:00
U053,2026-08-08 16:20:00,add_cart,mobile,search,2026-08-08 00:00:00
U053,2026-08-08 16:22:00,begin_checkout,mobile,search,2026-08-08 00:00:00
U024,2026-08-08 17:35:00,visit,mobile,ad,2026-08-07 00:00:00
U045,2026-08-08 19:30:00,visit,pc,referral,2026-08-08 00:00:00
U045,2026-08-08 19:34:00,view_product,pc,referral,2026-08-08 00:00:00
U045,2026-08-08 19:44:00,add_cart,pc,referral,2026-08-08 00:00:00
U045,2026-08-08 19:52:00,begin_checkout,pc,referral,2026-08-08 00:00:00
U045,2026-08-08 19:56:00,purchase,pc,referral,2026-08-08 00:00:00
U016,2026-08-08 20:35:00,visit,mobile,referral,2026-08-07 00:00:00
U037,2026-08-08 20:52:00,visit,mobile,search,2026-08-08 00:00:00
U037,2026-08-08 21:01:00,view_product,mobile,search,2026-08-08 00:00:00
U036,2026-08-08 21:06:00,visit,mobile,referral,2026-08-08 00:00:00
U036,2026-08-08 21:09:00,view_product,mobile,referral,2026-08-08 00:00:00
U025,2026-08-09 09:57:00,visit,mobile,search,2026-08-09 00:00:00
U058,2026-08-09 10:03:00,visit,pc,ad,2026-08-09 00:00:00
U056,2026-08-09 10:20:00,visit,mobile,referral,2026-08-09 00:00:00
U056,2026-08-09 10:30:00,view_product,mobile,referral,2026-08-09 00:00:00
U056,2026-08-09 10:36:00,add_cart,mobile,referral,2026-08-09 00:00:00
U019,2026-08-09 11:03:00,visit,mobile,ad,2026-08-09 00:00:00
U037,2026-08-09 12:55:00,visit,mobile,search,2026-08-08 00:00:00
U032,2026-08-09 16:34:00,visit,pc,search,2026-08-09 00:00:00
U032,2026-08-09 16:41:00,view_product,pc,search,2026-08-09 00:00:00
U032,2026-08-09 16:43:00,add_cart,pc,search,2026-08-09 00:00:00
U032,2026-08-09 16:49:00,begin_checkout,pc,search,2026-08-09 00:00:00
U032,2026-08-09 16:55:00,purchase,pc,search,2026-08-09 00:00:00
U023,2026-08-09 17:32:00,visit,pc,search,2026-08-09 00:00:00
U023,2026-08-09 17:41:00,view_product,pc,search,2026-08-09 00:00:00
U051,2026-08-09 17:41:00,visit,mobile,search,2026-08-09 00:00:00
U051,2026-08-09 17:50:00,view_product,mobile,search,2026-08-09 00:00:00
U051,2026-08-09 18:04:00,add_cart,mobile,search,2026-08-09 00:00:00
U044,2026-08-09 18:17:00,visit,mobile,referral,2026-08-09 00:00:00
U009,2026-08-09 18:20:00,visit,mobile,referral,2026-08-09 00:00:00
U006,2026-08-09 18:25:00,visit,pc,ad,2026-08-09 00:00:00
U009,2026-08-09 18:25:00,view_product,mobile,referral,2026-08-09 00:00:00
U044,2026-08-09 18:25:00,view_product,mobile,referral,2026-08-09 00:00:00
U009,2026-08-09 18:34:00,add_cart,mobile,referral,2026-08-09 00:00:00
U044,2026-08-09 18:34:00,add_cart,mobile,referral,2026-08-09 00:00:00
U044,2026-08-09 18:42:00,begin_checkout,mobile,referral,2026-08-09 00:00:00
U044,2026-08-09 18:49:00,purchase,mobile,referral,2026-08-09 00:00:00
U044,2026-08-09 19:16:00,share,mobile,referral,2026-08-09 00:00:00
U021,2026-08-09 20:23:00,visit,mobile,search,2026-08-09 00:00:00
U021,2026-08-09 20:34:00,view_product,mobile,search,2026-08-09 00:00:00
U021,2026-08-09 20:37:00,add_cart,mobile,search,2026-08-09 00:00:00
U021,2026-08-09 20:43:00,begin_checkout,mobile,search,2026-08-09 00:00:00
U034,2026-08-09 21:16:00,visit,pc,ad,2026-08-09 00:00:00
U056,2026-08-10 09:58:00,visit,mobile,referral,2026-08-09 00:00:00
U051,2026-08-10 10:13:00,visit,mobile,search,2026-08-09 00:00:00
U079,2026-08-10 13:01:00,visit,pc,ad,2026-08-10 00:00:00
U025,2026-08-10 13:23:00,visit,mobile,search,2026-08-09 00:00:00
U006,2026-08-10 13:37:00,visit,pc,ad,2026-08-09 00:00:00
U044,2026-08-10 14:30:00,visit,mobile,referral,2026-08-09 00:00:00
U062,2026-08-10 16:09:00,visit,pc,search,2026-08-10 00:00:00
U062,2026-08-10 16:10:00,view_product,pc,search,2026-08-10 00:00:00
U062,2026-08-10 16:23:00,add_cart,pc,search,2026-08-10 00:00:00
U062,2026-08-10 16:32:00,begin_checkout,pc,search,2026-08-10 00:00:00
U088,2026-08-10 16:39:00,visit,pc,referral,2026-08-10 00:00:00
U088,2026-08-10 16:48:00,view_product,pc,referral,2026-08-10 00:00:00
U088,2026-08-10 16:51:00,add_cart,pc,referral,2026-08-10 00:00:00
U088,2026-08-10 17:00:00,begin_checkout,pc,referral,2026-08-10 00:00:00
U088,2026-08-10 17:04:00,purchase,pc,referral,2026-08-10 00:00:00
U110,2026-08-10 19:21:00,visit,pc,search,2026-08-10 00:00:00
U110,2026-08-10 19:30:00,view_product,pc,search,2026-08-10 00:00:00
U001,2026-08-10 19:49:00,visit,mobile,search,2026-08-03 00:00:00
U069,2026-08-10 20:43:00,visit,pc,search,2026-08-10 00:00:00
U069,2026-08-10 20:52:00,view_product,pc,search,2026-08-10 00:00:00
U118,2026-08-10 21:44:00,visit,mobile,ad,2026-08-10 00:00:00
U102,2026-08-10 21:49:00,visit,mobile,ad,2026-08-10 00:00:00
U102,2026-08-10 21:57:00,view_product,mobile,ad,2026-08-10 00:00:00
U065,2026-08-11 11:52:00,visit,mobile,referral,2026-08-11 00:00:00
U065,2026-08-11 11:59:00,view_product,mobile,referral,2026-08-11 00:00:00
U065,2026-08-11 12:03:00,add_cart,mobile,referral,2026-08-11 00:00:00
U065,2026-08-11 12:08:00,begin_checkout,mobile,referral,2026-08-11 00:00:00
U087,2026-08-11 13:15:00,visit,mobile,referral,2026-08-11 00:00:00
U087,2026-08-11 13:26:00,view_product,mobile,referral,2026-08-11 00:00:00
U087,2026-08-11 13:29:00,add_cart,mobile,referral,2026-08-11 00:00:00
U101,2026-08-11 14:22:00,visit,mobile,search,2026-08-11 00:00:00
U101,2026-08-11 14:28:00,view_product,mobile,search,2026-08-11 00:00:00
U089,2026-08-11 15:37:00,visit,pc,search,2026-08-11 00:00:00
U110,2026-08-11 15:58:00,visit,pc,search,2026-08-10 00:00:00
U061,2026-08-11 16:51:00,visit,mobile,referral,2026-08-11 00:00:00
U061,2026-08-11 17:02:00,view_product,mobile,referral,2026-08-11 00:00:00
U118,2026-08-11 17:19:00,visit,mobile,ad,2026-08-10 00:00:00
U071,2026-08-11 17:29:00,visit,pc,ad,2026-08-11 00:00:00
U071,2026-08-11 17:38:00,view_product,pc,ad,2026-08-11 00:00:00
U071,2026-08-11 17:51:00,add_cart,pc,ad,2026-08-11 00:00:00
U071,2026-08-11 17:53:00,begin_checkout,pc,ad,2026-08-11 00:00:00
U071,2026-08-11 17:55:00,purchase,pc,ad,2026-08-11 00:00:00
U071,2026-08-11 18:18:00,share,pc,ad,2026-08-11 00:00:00
U117,2026-08-11 18:55:00,visit,pc,referral,2026-08-11 00:00:00
U004,2026-08-11 18:58:00,visit,mobile,search,2026-08-04 00:00:00
U117,2026-08-11 18:59:00,view_product,pc,referral,2026-08-11 00:00:00
U117,2026-08-11 19:08:00,add_cart,pc,referral,2026-08-11 00:00:00
U117,2026-08-11 19:10:00,begin_checkout,pc,referral,2026-08-11 00:00:00
U117,2026-08-11 19:14:00,purchase,pc,referral,2026-08-11 00:00:00
U112,2026-08-11 21:56:00,visit,mobile,ad,2026-08-11 00:00:00
U112,2026-08-11 21:58:00,view_product,mobile,ad,2026-08-11 00:00:00
U112,2026-08-11 22:06:00,add_cart,mobile,ad,2026-08-11 00:00:00
U112,2026-08-11 22:09:00,begin_checkout,mobile,ad,2026-08-11 00:00:00
U112,2026-08-11 22:16:00,purchase,mobile,ad,2026-08-11 00:00:00
U112,2026-08-11 22:22:00,share,mobile,ad,2026-08-11 00:00:00
U065,2026-08-12 08:01:00,visit,mobile,referral,2026-08-11 00:00:00
U089,2026-08-12 08:37:00,visit,pc,search,2026-08-11 00:00:00
U073,2026-08-12 09:10:00,visit,pc,search,2026-08-12 00:00:00
U073,2026-08-12 09:17:00,view_product,pc,search,2026-08-12 00:00:00
U078,2026-08-12 09:46:00,visit,mobile,search,2026-08-12 00:00:00
U108,2026-08-12 10:01:00,visit,mobile,ad,2026-08-12 00:00:00
U108,2026-08-12 10:06:00,view_product,mobile,ad,2026-08-12 00:00:00
U108,2026-08-12 10:08:00,add_cart,mobile,ad,2026-08-12 00:00:00
U108,2026-08-12 10:14:00,view_product,mobile,ad,2026-08-12 00:00:00
U108,2026-08-12 10:15:00,begin_checkout,mobile,ad,2026-08-12 00:00:00
U012,2026-08-12 10:50:00,visit,mobile,search,2026-08-05 00:00:00
U096,2026-08-12 11:06:00,visit,mobile,referral,2026-08-12 00:00:00
U096,2026-08-12 11:09:00,view_product,mobile,referral,2026-08-12 00:00:00
U096,2026-08-12 11:22:00,add_cart,mobile,referral,2026-08-12 00:00:00
U096,2026-08-12 11:31:00,begin_checkout,mobile,referral,2026-08-12 00:00:00
U096,2026-08-12 11:38:00,purchase,mobile,referral,2026-08-12 00:00:00
U075,2026-08-12 13:28:00,visit,pc,referral,2026-08-12 00:00:00
U101,2026-08-12 14:12:00,visit,mobile,search,2026-08-11 00:00:00
U106,2026-08-12 14:59:00,visit,mobile,search,2026-08-12 00:00:00
U106,2026-08-12 15:10:00,view_product,mobile,search,2026-08-12 00:00:00
U106,2026-08-12 15:13:00,add_cart,mobile,search,2026-08-12 00:00:00
U106,2026-08-12 15:19:00,begin_checkout,mobile,search,2026-08-12 00:00:00
U106,2026-08-12 15:24:00,purchase,mobile,search,2026-08-12 00:00:00
U063,2026-08-12 16:54:00,visit,mobile,referral,2026-08-12 00:00:00
U063,2026-08-12 17:00:00,view_product,mobile,referral,2026-08-12 00:00:00
U063,2026-08-12 17:14:00,add_cart,mobile,referral,2026-08-12 00:00:00
U063,2026-08-12 17:18:00,begin_checkout,mobile,referral,2026-08-12 00:00:00
U074,2026-08-12 17:58:00,visit,mobile,ad,2026-08-12 00:00:00
U074,2026-08-12 18:00:00,view_product,mobile,ad,2026-08-12 00:00:00
U084,2026-08-12 18:08:00,visit,mobile,search,2026-08-12 00:00:00
U084,2026-08-12 18:19:00,view_product,mobile,search,2026-08-12 00:00:00
U084,2026-08-12 18:30:00,add_cart,mobile,search,2026-08-12 00:00:00
U084,2026-08-12 18:33:00,begin_checkout,mobile,search,2026-08-12 00:00:00
U084,2026-08-12 18:38:00,purchase,mobile,search,2026-08-12 00:00:00
U033,2026-08-12 19:01:00,visit,mobile,search,2026-08-05 00:00:00
U061,2026-08-12 20:15:00,visit,mobile,referral,2026-08-11 00:00:00
U067,2026-08-12 20:45:00,visit,mobile,ad,2026-08-12 00:00:00
U067,2026-08-12 20:55:00,view_product,mobile,ad,2026-08-12 00:00:00
U090,2026-08-12 21:37:00,visit,pc,referral,2026-08-12 00:00:00
U090,2026-08-12 21:46:00,view_product,pc,referral,2026-08-12 00:00:00
U090,2026-08-12 21:49:00,add_cart,pc,referral,2026-08-12 00:00:00
U090,2026-08-12 21:52:00,begin_checkout,pc,referral,2026-08-12 00:00:00
U068,2026-08-13 08:15:00,visit,mobile,ad,2026-08-13 00:00:00
U068,2026-08-13 08:18:00,view_product,mobile,ad,2026-08-13 00:00:00
U048,2026-08-13 09:38:00,visit,pc,search,2026-08-06 00:00:00
U107,2026-08-13 10:08:00,visit,mobile,ad,2026-08-13 00:00:00
U107,2026-08-13 10:09:00,view_product,mobile,ad,2026-08-13 00:00:00
U107,2026-08-13 10:17:00,add_cart,mobile,ad,2026-08-13 00:00:00
U107,2026-08-13 10:22:00,begin_checkout,mobile,ad,2026-08-13 00:00:00
U095,2026-08-13 10:36:00,visit,pc,ad,2026-08-13 00:00:00
U095,2026-08-13 10:38:00,view_product,pc,ad,2026-08-13 00:00:00
U095,2026-08-13 10:47:00,add_cart,pc,ad,2026-08-13 00:00:00
U095,2026-08-13 10:50:00,begin_checkout,pc,ad,2026-08-13 00:00:00
U095,2026-08-13 10:52:00,purchase,pc,ad,2026-08-13 00:00:00
U064,2026-08-13 11:52:00,visit,mobile,referral,2026-08-13 00:00:00
U064,2026-08-13 11:56:00,view_product,mobile,referral,2026-08-13 00:00:00
U064,2026-08-13 12:09:00,add_cart,mobile,referral,2026-08-13 00:00:00
U064,2026-08-13 12:16:00,begin_checkout,mobile,referral,2026-08-13 00:00:00
U096,2026-08-13 12:25:00,visit,mobile,referral,2026-08-12 00:00:00
U078,2026-08-13 12:39:00,visit,mobile,search,2026-08-12 00:00:00
U083,2026-08-13 13:42:00,visit,pc,referral,2026-08-13 00:00:00
U085,2026-08-13 13:48:00,visit,mobile,search,2026-08-13 00:00:00
U083,2026-08-13 13:52:00,view_product,pc,referral,2026-08-13 00:00:00
U085,2026-08-13 13:58:00,view_product,mobile,search,2026-08-13 00:00:00
U083,2026-08-13 14:06:00,add_cart,pc,referral,2026-08-13 00:00:00
U083,2026-08-13 14:07:00,begin_checkout,pc,referral,2026-08-13 00:00:00
U083,2026-08-13 14:08:00,purchase,pc,referral,2026-08-13 00:00:00
U070,2026-08-13 14:14:00,visit,pc,ad,2026-08-13 00:00:00
U070,2026-08-13 14:16:00,view_product,pc,ad,2026-08-13 00:00:00
U070,2026-08-13 14:23:00,add_cart,pc,ad,2026-08-13 00:00:00
U015,2026-08-13 15:30:00,visit,mobile,ad,2026-08-06 00:00:00
U013,2026-08-13 15:54:00,visit,mobile,search,2026-08-06 00:00:00
U106,2026-08-13 15:55:00,visit,mobile,search,2026-08-12 00:00:00
U039,2026-08-13 17:52:00,visit,mobile,ad,2026-08-06 00:00:00
U063,2026-08-13 18:11:00,visit,mobile,referral,2026-08-12 00:00:00
U050,2026-08-13 19:26:00,visit,mobile,ad,2026-08-06 00:00:00
U011,2026-08-13 21:11:00,visit,pc,search,2026-08-06 00:00:00
U074,2026-08-13 21:57:00,visit,mobile,ad,2026-08-12 00:00:00
U081,2026-08-14 09:15:00,visit,mobile,referral,2026-08-14 00:00:00
U081,2026-08-14 09:20:00,view_product,mobile,referral,2026-08-14 00:00:00
U080,2026-08-14 09:25:00,visit,pc,search,2026-08-14 00:00:00
U081,2026-08-14 09:34:00,add_cart,mobile,referral,2026-08-14 00:00:00
U081,2026-08-14 09:35:00,begin_checkout,mobile,referral,2026-08-14 00:00:00
U081,2026-08-14 09:37:00,purchase,mobile,referral,2026-08-14 00:00:00
U081,2026-08-14 09:55:00,share,mobile,referral,2026-08-14 00:00:00
U099,2026-08-14 11:57:00,visit,mobile,ad,2026-08-14 00:00:00
U099,2026-08-14 11:59:00,view_product,mobile,ad,2026-08-14 00:00:00
U016,2026-08-14 12:54:00,visit,mobile,referral,2026-08-07 00:00:00
U055,2026-08-14 16:43:00,visit,mobile,search,2026-08-07 00:00:00
U105,2026-08-14 16:55:00,visit,pc,search,2026-08-14 00:00:00
U105,2026-08-14 16:59:00,view_product,pc,search,2026-08-14 00:00:00
U083,2026-08-14 17:24:00,visit,pc,referral,2026-08-13 00:00:00
U086,2026-08-14 17:43:00,visit,mobile,search,2026-08-14 00:00:00
